channel_ref,channel_name,source,notes,channel_id
@jamescharles,James Charles,hand_seed,beauty,
@NikkieTutorials,NikkieTutorials,hand_seed,beauty,
@PatrickStarrr,Patrick Starrr,hand_seed,beauty,
@Tati,Tati,hand_seed,beauty,
@KathleenLights,KathleenLights,hand_seed,beauty,
@Hyram,Hyram,hand_seed,beauty,
@desiperkins,Desi Perkins,hand_seed,beauty,
@MannyMua733,Manny Mua,hand_seed,beauty,
@AlexandraAnele,Alexandra Anele,hand_seed,beauty,
@RawBeautyKristi,Raw Beauty Kristi,hand_seed,beauty,
https://www.youtube.com/channel/UCwv-GM0CxoTghE8t0Bin9mg,Embreigh Courtlyn,search:makeup tutorial,,UCwv-GM0CxoTghE8t0Bin9mg
https://www.youtube.com/channel/UCdHtyBb4I2CzoUqpZ4SqrZQ,tasyiu,search:makeup tutorial,,UCdHtyBb4I2CzoUqpZ4SqrZQ
https://www.youtube.com/channel/UCqf7YdYpjPgW37iQ6IZXq_g,miranda rae,search:makeup tutorial,,UCqf7YdYpjPgW37iQ6IZXq_g
https://www.youtube.com/channel/UCXvQP7i2wKtVeEHmuLplEFA,Avonna Sunshine,search:makeup tutorial,,UCXvQP7i2wKtVeEHmuLplEFA
https://www.youtube.com/channel/UC73sF-7Ihcs1HpnXEEXZ2ew,Brooke Monk,search:makeup tutorial,,UC73sF-7Ihcs1HpnXEEXZ2ew
https://www.youtube.com/channel/UC4Od06BfmUtZ6yb_Wb0uU3g,kelly,search:makeup tutorial,,UC4Od06BfmUtZ6yb_Wb0uU3g
https://www.youtube.com/channel/UCpwlclcyceJHtihaaysgsbg,KKAÖ by KKB 👑💖,search:makeup tutorial,,UCpwlclcyceJHtihaaysgsbg
https://www.youtube.com/channel/UCfDOR8MJvZvMb7sWQ-Z4FGQ,Jackie Alves,search:makeup tutorial,,UCfDOR8MJvZvMb7sWQ-Z4FGQ
https://www.youtube.com/channel/UCDJ7jU-bV_OfTg039JAFahQ,Ale Jay,search:makeup tutorial,,UCDJ7jU-bV_OfTg039JAFahQ
